case,date,season,age,overall,hasTourCard,Long Potting,Break Building,Cue Ball Control,Safety Play,Consistency,Composure,Focus,Resilience,Professionalism,Big Match Nerve,Stamina,Balance,Shoulder Health,Hand Steadiness,Recovery Rate
age23-130363,2060-06-30,2060/61,57,66,False,54.35,56.1,56.6,67.25,64.26,82.45,83.77,86.37,92.51,77.65,31.79,40.15,32.36,41.09,31.47
age23-130363,2061-06-30,2061/62,58,64,False,51.42,52.99,53.53,65.14,62.05,80.38,81.59,85.59,92.66,77.07,29.17,37.31,29.48,38.12,28.82
age23-130363,2062-06-30,2062/63,59,61,False,48.38,49.74,50.29,62.66,59.64,78.07,79.18,84.66,92.79,76.32,26.64,34.48,26.73,35.16,26.26
age23-130363,2063-06-30,2063/64,60,59,False,45.24,46.41,46.95,59.91,57.01,75.44,76.5,83.53,92.92,75.41,24.19,31.67,24.1,32.23,23.79
age23-130363,2064-06-30,2064/65,61,57,False,42.01,43.0,43.52,56.96,54.17,72.55,73.55,82.24,93.05,74.34,21.81,28.87,21.59,29.35,21.4
age23-130363,2065-06-30,2065/66,62,54,False,38.76,39.6,40.15,53.97,51.19,69.5,70.42,80.85,93.19,73.15,19.59,26.2,19.27,26.59,19.19
age23-130363,2066-06-30,2066/67,63,52,False,35.61,36.31,36.86,50.78,48.15,66.2,67.04,79.23,93.32,71.75,17.58,23.7,17.18,24.01,17.18
age23-130363,2067-06-30,2067/68,64,49,False,32.58,33.16,33.67,47.49,45.04,62.73,63.51,77.43,93.45,70.18,15.72,21.34,15.26,21.6,15.32
age23-130363,2068-06-30,2068/69,65,46,False,29.63,30.11,30.62,44.23,41.87,59.13,59.81,75.4,93.58,68.42,14.01,19.13,13.52,19.35,13.62
age24-104729,2026-05-11,2026/27,24,72,False,65,76,75,58,64,70,74,67,77,64,61,69,77,72,66
age24-104729,2027-06-30,2027/28,25,77,False,71.24,82.6,82.66,66.54,68.98,77.28,81.55,73.4,81.89,67.89,64.54,70.77,78.33,74.08,68.22
age24-104729,2028-06-30,2028/29,26,80,True,75.13,85.53,86.38,71.47,72.27,81.43,85.34,77.08,84.48,70.04,67.37,72.18,79.39,75.41,69.98
age24-104729,2029-06-30,2029/30,27,82,True,77.66,87.29,88.26,74.41,74.28,83.69,87.29,79.38,85.84,71.43,68.75,72.87,79.9,76.25,70.84
age24-104729,2030-06-30,2030/31,28,84,False,79.73,88.68,89.91,78.08,76.09,85.8,88.93,81.67,87.13,72.88,70.13,73.57,80.42,76.97,71.71
age24-104729,2031-06-30,2031/32,29,85,True,81.6,89.74,91.03,80.58,77.67,87.3,90.17,83.4,88.1,74.07,71.39,74.2,80.88,77.63,72.49
age24-104729,2032-06-30,2032/33,30,87,True,83.15,90.63,92.0,82.86,79.14,88.48,91.15,84.74,88.86,75.11,72.73,74.87,81.35,78.22,73.33
age24-104729,2033-06-30,2033/34,31,88,False,84.65,91.51,92.88,84.89,80.64,89.64,92.08,86.1,89.68,76.25,73.81,75.41,81.73,78.84,74.01
age24-104729,2034-06-30,2034/35,32,88,False,85.92,92.25,93.67,86.85,82.01,90.71,92.91,87.35,90.41,77.41,74.97,75.98,82.12,79.44,74.73
age24-104729,2035-06-30,2035/36,33,89,True,87.15,92.93,94.35,88.4,83.3,91.66,93.67,88.49,91.06,78.57,76.13,76.57,82.5,80.06,75.46
age24-104729,2036-06-30,2036/37,34,90,True,88.04,93.45,94.84,89.41,84.26,92.28,94.18,89.25,91.54,79.4,77.1,77.05,82.82,80.54,76.06
age24-104729,2037-06-30,2037/38,35,91,False,88.86,93.92,95.26,90.31,85.11,92.82,94.61,89.9,91.95,80.18,77.93,77.47,83.08,80.99,76.58
age24-104729,2038-06-30,2038/39,36,91,False,88.86,93.92,95.26,90.31,85.11,92.82,94.61,89.9,91.95,80.18,77.93,77.47,83.08,80.99,76.58
age24-104729,2039-06-30,2039/40,37,91,False,88.86,93.92,95.26,90.31,85.11,92.82,94.61,89.9,91.95,80.18,77.93,77.47,83.08,80.99,76.58
age24-104729,2040-06-30,2040/41,38,91,False,88.86,93.92,95.26,90.31,85.11,92.82,94.61,89.9,91.95,80.18,77.93,77.47,83.08,80.99,76.58
age24-104729,2041-06-30,2041/42,39,91,True,88.86,93.92,95.26,90.31,85.11,92.82,94.61,89.9,91.95,80.18,77.93,77.47,83.08,80.99,76.58
age24-104729,2042-06-30,2042/43,40,91,True,88.86,93.92,95.26,90.31,85.11,92.82,94.61,89.9,91.95,80.18,77.93,77.47,83.08,80.99,76.58
age24-104729,2043-06-30,2043/44,41,90,False,88.21,93.19,94.51,89.94,84.78,92.82,94.61,89.9,91.95,80.18,76.67,76.66,81.66,80.11,75.37
age24-104729,2044-06-30,2044/45,42,90,False,87.41,92.3,93.59,89.48,84.38,92.82,94.61,89.9,91.95,80.18,75.16,75.68,79.94,79.04,73.91
age24-104729,2045-06-30,2045/46,43,89,False,86.46,91.24,92.5,88.93,83.89,92.82,94.61,89.9,91.95,80.18,73.41,74.52,77.95,77.77,72.21
age24-104729,2046-06-30,2046/47,44,88,False,85.36,90.01,91.23,88.29,83.32,92.82,94.61,89.9,91.95,80.18,71.41,73.18,75.71,76.32,70.28
age24-104729,2047-06-30,2047/48,45,87,False,84.09,88.6,89.79,87.55,82.66,92.82,94.61,89.9,91.95,80.18,69.21,71.68,73.23,74.68,68.14
age24-104729,2048-06-30,2048/49,46,86,False,82.67,87.02,88.17,86.7,81.9,92.82,94.61,89.9,91.95,80.18,66.79,70.0,70.53,72.86,65.8
age24-104729,2049-06-30,2049/50,47,85,False,81.09,85.28,86.38,85.75,81.05,92.75,94.54,89.88,91.95,80.16,64.23,68.16,67.66,70.87,63.31
age24-104729,2050-06-30,2050/51,48,84,False,79.37,83.37,84.42,84.69,80.1,92.6,94.39,89.82,91.95,80.12,61.52,66.18,64.67,68.73,60.69
age24-104729,2051-06-30,2051/52,49,83,False,77.5,81.31,82.31,83.52,79.06,92.34,94.12,89.72,91.95,80.04,58.72,64.07,61.56,66.45,57.95
age24-104729,2052-06-30,2052/53,50,81,False,75.49,79.09,80.04,82.23,77.9,91.96,93.73,89.58,91.95,79.93,55.83,61.83,58.39,64.05,55.14
age24-104729,2053-06-30,2053/54,51,80,False,73.33,76.73,77.61,80.82,76.64,91.43,93.17,89.38,91.95,79.76,52.88,59.48,55.16,61.53,52.26
age24-104729,2054-06-30,2054/55,52,78,False,71.04,74.22,75.05,79.29,75.26,90.72,92.43,89.11,91.95,79.55,49.9,57.03,51.92,58.9,49.35
age24-104729,2055-06-30,2055/56,53,76,False,68.62,71.58,72.34,77.63,73.77,89.8,91.48,88.75,91.95,79.26,46.91,54.5,48.69,56.2,46.43
age24-104729,2056-06-30,2056/57,54,74,False,66.08,68.81,69.52,75.84,72.15,88.63,90.27,88.3,91.95,78.9,43.94,51.89,45.49,53.43,43.52
age24-104729,2057-06-30,2057/58,55,73,False,63.42,65.93,66.58,73.92,70.41,87.2,88.78,87.73,91.95,78.45,41.01,49.23,42.34,50.61,40.64
age24-104729,2058-06-30,2058/59,56,71,False,60.67,62.95,63.54,71.86,68.54,85.47,86.98,87.02,91.95,77.89,38.13,46.53,39.27,47.75,37.81
age24-104729,2059-06-30,2059/60,57,68,False,57.77,59.84,60.37,69.63,66.51,83.55,85.0,86.23,91.95,77.25,35.27,43.77,36.24,44.84,35.0
age24-104729,2060-06-30,2060/61,58,66,False,55.27,57.16,57.72,67.93,64.74,81.92,83.28,85.68,92.11,76.85,32.76,41.13,33.41,42.08,32.43
age24-104729,2061-06-30,2061/62,59,64,False,52.58,54.27,54.85,65.96,62.75,80.12,81.38,85.03,92.25,76.35,30.27,38.46,30.66,39.29,29.91
age24-104729,2062-06-30,2062/63,60,62,False,49.79,51.27,51.86,63.73,60.59,78.12,79.31,84.24,92.39,75.73,27.87,35.8,28.03,36.51,27.47
age24-104729,2063-06-30,2063/64,61,60,False,46.89,48.18,48.76,61.26,58.23,75.85,76.99,83.3,92.51,74.96,25.53,33.15,25.49,33.75,25.11
age24-104729,2064-06-30,2064/65,62,58,False,44.01,45.14,45.71,58.77,55.78,73.47,74.55,82.29,92.65,74.12,23.31,30.57,23.13,31.09,22.88
age24-104729,2065-06-30,2065/66,63,56,False,41.14,42.13,42.73,56.26,53.25,71.0,72.01,81.22,92.8,73.21,21.26,28.13,20.96,28.58,20.82
age24-104729,2066-06-30,2066/67,64,53,False,38.36,39.2,39.81,53.57,50.67,68.33,69.28,79.99,92.94,72.14,19.39,25.84,18.98,26.21,18.94
age24-104729,2067-06-30,2067/68,65,51,False,35.66,36.39,36.97,50.81,48.03,65.54,66.43,78.65,93.07,70.97,17.64,23.66,17.16,23.98,17.19
age24-130363,2026-05-11,2026/27,24,72,False,65,76,75,58,64,70,74,67,77,64,61,69,77,72,66
age24-130363,2027-06-30,2027/28,25,78,True,71.29,82.66,82.8,66.91,69.07,77.7,81.91,73.78,82.13,68.11,64.59,70.8,78.35,74.1,68.25
age24-130363,2028-06-30,2028/29,26,80,True,75.31,85.87,86.61,72.13,72.34,81.62,85.41,77.2,84.48,70.25,67.43,72.21,79.41,75.46,70.02
age24-130363,2029-06-30,2029/30,27,83,False,77.79,87.53,88.33,74.64,74.28,83.7,87.27,79.35,85.75,71.54,68.76,72.88,79.91,76.28,70.85
age24-130363,2030-06-30,2030/31,28,84,True,79.93,88.87,89.89,77.89,76.09,85.69,88.88,81.54,86.97,72.93,70.15,73.57,80.43,77.01,71.72
age24-130363,2031-06-30,2031/32,29,85,True,81.48,89.75,90.91,80.22,77.51,87.19,90.12,83.29,87.94,74.11,71.16,74.08,80.79,77.56,72.35
age24-130363,2032-06-30,2032/33,30,86,False,82.84,90.52,91.75,82.17,78.79,88.28,91.03,84.55,88.68,75.03,72.34,74.67,81.21,78.08,73.09
age24-130363,2033-06-30,2033/34,31,87,False,84.29,91.38,92.63,84.18,80.25,89.43,91.97,85.9,89.5,76.11,73.32,75.16,81.56,78.67,73.7
age24-130363,2034-06-30,2034/35,32,88,False,85.58,92.1,93.4,86.04,81.62,90.51,92.82,87.17,90.23,77.25,74.45,75.73,81.94,79.26,74.41
age24-130363,2035-06-30,2035/36,33,89,False,86.84,92.81,94.13,87.74,82.96,91.52,93.62,88.38,90.93,78.46,75.61,76.31,82.33,79.88,75.13
age24-130363,2036-06-30,2036/37,34,90,True,87.94,93.44,94.73,89.09,84.09,92.25,94.2,89.25,91.46,79.44,76.78,76.89,82.71,80.46,75.86
age24-130363,2037-06-30,2037/38,35,91,True,88.79,93.93,95.18,90.07,84.98,92.82,94.65,89.94,91.9,80.26,77.61,77.31,82.98,80.92,76.38
age24-130363,2038-06-30,2038/39,36,91,False,88.79,93.93,95.18,90.07,84.98,92.82,94.65,89.94,91.9,80.26,77.61,77.31,82.98,80.92,76.38
age24-130363,2039-06-30,2039/40,37,91,True,88.79,93.93,95.18,90.07,84.98,92.82,94.65,89.94,91.9,80.26,77.61,77.31,82.98,80.92,76.38
age24-130363,2040-06-30,2040/41,38,91,True,88.79,93.93,95.18,90.07,84.98,92.82,94.65,89.94,91.9,80.26,77.61,77.31,82.98,80.92,76.38
age24-130363,2041-06-30,2041/42,39,91,True,88.79,93.93,95.18,90.07,84.98,92.82,94.65,89.94,91.9,80.26,77.61,77.31,82.98,80.92,76.38
age24-130363,2042-06-30,2042/43,40,91,True,88.79,93.93,95.18,90.07,84.98,92.82,94.65,89.94,91.9,80.26,77.61,77.31,82.98,80.92,76.38
age24-130363,2043-06-30,2043/44,41,90,True,88.05,93.1,94.32,89.65,84.61,92.82,94.65,89.94,91.9,80.26,76.19,76.39,81.36,79.92,75.01
age24-130363,2044-06-30,2044/45,42,89,False,87.14,92.08,93.28,89.13,84.14,92.82,94.65,89.94,91.9,80.26,74.49,75.28,79.42,78.7,73.36
age24-130363,2045-06-30,2045/46,43,89,False,86.05,90.87,92.04,88.51,83.59,92.82,94.65,89.94,91.9,80.26,72.51,73.96,77.16,77.26,71.43
age24-130363,2046-06-30,2046/47,44,88,False,84.79,89.46,90.59,87.78,82.93,92.82,94.65,89.94,91.9,80.26,70.27,72.45,74.63,75.61,69.26
age24-130363,2047-06-30,2047/48,45,87,False,83.35,87.86,88.95,86.93,82.18,92.82,94.65,89.94,91.9,80.26,67.79,70.74,71.84,73.75,66.86
age24-130363,2048-06-30,2048/49,46,86,False,81.72,86.05,87.09,85.95,81.3,92.82,94.65,89.94,91.9,80.26,65.1,68.83,68.81,71.68,64.24
age24-130363,2049-06-30,2049/50,47,84,False,79.92,84.05,85.04,84.85,80.32,92.74,94.57,89.91,91.9,80.24,62.24,66.75,65.62,69.42,61.45
age24-130363,2050-06-30,2050/51,48,83,False,77.94,81.87,82.81,83.63,79.23,92.56,94.38,89.84,91.9,80.19,59.25,64.52,62.29,67.0,58.53
age24-130363,2051-06-30,2051/52,49,81,False,75.8,79.5,80.39,82.27,78.01,92.26,94.07,89.73,91.9,80.1,56.15,62.13,58.87,64.43,55.51
age24-130363,2052-06-30,2052/53,50,80,False,73.49,76.96,77.79,80.78,76.66,91.8,93.59,89.56,91.9,79.96,52.98,59.61,55.39,61.72,52.42
age24-130363,2053-06-30,2053/54,51,78,False,71.02,74.25,75.03,79.14,75.19,91.16,92.93,89.31,91.9,79.76,49.77,56.97,51.88,58.89,49.28
age24-130363,2054-06-30,2054/55,52,77,False,68.4,71.39,72.1,77.35,73.57,90.3,92.03,88.98,91.9,79.5,46.55,54.23,48.38,55.96,46.12
age24-130363,2055-06-30,2055/56,53,74,False,65.63,68.37,69.03,75.4,71.81,89.17,90.86,88.54,91.9,79.15,43.35,51.4,44.92,52.95,42.98
age24-130363,2056-06-30,2056/57,54,72,False,62.74,65.23,65.82,73.3,69.9,87.75,89.38,87.98,91.9,78.7,40.19,48.51,41.53,49.89,39.87
age24-130363,2057-06-30,2057/58,55,70,False,60.35,62.62,63.31,71.94,68.38,86.44,87.97,87.66,92.1,78.53,37.51,45.82,38.42,47.03,37.11
age24-130363,2058-06-30,2058/59,56,68,False,57.23,59.26,59.87,69.5,66.18,84.3,85.76,86.78,92.1,77.83,34.5,42.9,35.25,43.95,34.15
age24-130363,2059-06-30,2059/60,57,66,False,54.46,56.25,56.85,67.38,64.18,82.34,83.72,86.08,92.23,77.3,31.84,40.1,32.3,41.01,31.46
age24-130363,2060-06-30,2060/61,58,64,False,51.56,53.16,53.77,65.21,62.0,80.27,81.55,85.31,92.38,76.71,29.22,37.27,29.44,38.07,28.81
age24-130363,2061-06-30,2061/62,59,61,False,48.49,49.9,50.53,62.83,59.59,78.0,79.15,84.4,92.53,76.0,26.67,34.44,26.69,35.12,26.25
age24-130363,2062-06-30,2062/63,60,59,False,45.34,46.55,47.18,60.16,56.98,75.46,76.55,83.34,92.68,75.14,24.23,31.64,24.08,32.21,23.79
age24-130363,2063-06-30,2063/64,61,57,False,42.09,43.11,43.73,57.2,54.16,72.57,73.59,82.07,92.81,74.08,21.87,28.87,21.59,29.34,21.43
age24-130363,2064-06-30,2064/65,62,54,False,38.86,39.73,40.31,54.1,51.19,69.47,70.41,80.64,92.95,72.87,19.64,26.2,19.28,26.59,19.21
age24-130363,2065-06-30,2065/66,63,51,False,35.69,36.42,37.0,50.95,48.15,66.23,67.09,79.09,93.09,71.52,17.6,23.7,17.18,24.02,17.18
age24-130363,2066-06-30,2066/67,64,49,False,32.63,33.23,33.79,47.67,45.04,62.77,63.55,77.3,93.22,69.96,15.76,21.36,15.28,21.61,15.35
age24-130363,2067-06-30,2067/68,65,46,False,29.69,30.19,30.69,44.27,41.87,59.09,59.81,75.21,93.34,68.18,14.04,19.15,13.53,19.36,13.64
age25-104729,2026-05-11,2026/27,25,72,True,66,77,76,59,65,70,74,67,79,65,60,67,75,70,64
age25-104729,2027-06-30,2027/28,26,77,True,71.97,83.11,83.36,67.57,69.93,77.41,81.61,73.54,83.77,68.96,63.17,68.59,76.19,72.01,65.98
age25-104729,2028-06-30,2028/29,27,80,False,75.58,85.86,86.84,72.67,73.03,81.43,85.18,77.07,86.08,71.06,65.98,69.99,77.24,73.24,67.74
age25-104729,2029-06-30,2029/30,28,82,True,77.86,87.47,88.65,75.91,74.93,83.75,87.12,79.39,87.3,72.48,67.4,70.7,77.77,74.02,68.62
age25-104729,2030-06-30,2030/31,29,84,True,79.8,88.73,90.15,79.32,76.65,85.76,88.73,81.6,88.43,73.85,68.68,71.34,78.25,74.69,69.42
age25-104729,2031-06-30,2031/32,30,85,True,81.61,89.77,91.23,81.69,78.23,87.33,90.06,83.43,89.34,75.11,69.74,71.87,78.65,75.33,70.09
age25-104729,2032-06-30,2032/33,31,86,False,83.08,90.63,92.15,83.76,79.65,88.51,91.06,84.79,90.04,76.15,71.04,72.52,79.14,75.9,70.9
age25-104729,2033-06-30,2033/34,32,87,True,84.64,91.55,93.04,85.78,81.17,89.71,92.03,86.18,90.75,77.33,72.15,73.07,79.55,76.54,71.59
age25-104729,2034-06-30,2034/35,33,88,True,85.84,92.3,93.82,87.64,82.48,90.81,92.9,87.47,91.46,78.52,73.18,73.59,79.94,77.1,72.24
age25-104729,2035-06-30,2035/36,34,89,False,86.98,92.91,94.43,88.92,83.67,91.71,93.65,88.59,92.06,79.61,74.25,74.13,80.34,77.67,72.91
age25-104729,2036-06-30,2036/37,35,90,True,87.96,93.45,94.92,89.91,84.64,92.33,94.16,89.33,92.46,80.44,75.28,74.64,80.72,78.19,73.55
age25-104729,2037-06-30,2037/38,36,90,True,87.96,93.45,94.92,89.91,84.64,92.33,94.16,89.33,92.46,80.44,75.28,74.64,80.72,78.19,73.55
age25-104729,2038-06-30,2038/39,37,90,False,87.96,93.45,94.92,89.91,84.64,92.33,94.16,89.33,92.46,80.44,75.28,74.64,80.72,78.19,73.55
age25-104729,2039-06-30,2039/40,38,90,True,87.96,93.45,94.92,89.91,84.64,92.33,94.16,89.33,92.46,80.44,75.28,74.64,80.72,78.19,73.55
age25-104729,2040-06-30,2040/41,39,90,True,87.96,93.45,94.92,89.91,84.64,92.33,94.16,89.33,92.46,80.44,75.28,74.64,80.72,78.19,73.55
age25-104729,2041-06-30,2041/42,40,90,True,87.96,93.45,94.92,89.91,84.64,92.33,94.16,89.33,92.46,80.44,75.28,74.64,80.72,78.19,73.55
age25-104729,2042-06-30,2042/43,41,90,False,87.29,92.7,94.14,89.53,84.3,92.33,94.16,89.33,92.46,80.44,74.07,73.86,79.32,77.34,72.39
age25-104729,2043-06-30,2043/44,42,89,False,86.48,91.78,93.19,89.06,83.88,92.33,94.16,89.33,92.46,80.44,72.6,72.92,77.64,76.3,70.99
age25-104729,2044-06-30,2044/45,43,88,False,85.51,90.69,92.07,88.49,83.38,92.33,94.16,89.33,92.46,80.44,70.9,71.8,75.69,75.08,69.36
age25-104729,2045-06-30,2045/46,44,87,False,84.39,89.43,90.77,87.83,82.79,92.33,94.16,89.33,92.46,80.44,68.97,70.51,73.49,73.67,67.51
age25-104729,2046-06-30,2046/47,45,87,True,83.11,87.99,89.29,87.07,82.11,92.33,94.16,89.33,92.46,80.44,66.83,69.06,71.06,72.08,65.46
age25-104729,2047-06-30,2047/48,46,86,True,81.66,86.37,87.62,86.2,81.34,92.33,94.16,89.33,92.46,80.44,64.49,67.44,68.42,70.32,63.22
age25-104729,2048-06-30,2048/49,47,84,False,80.07,84.58,85.78,85.22,80.47,92.26,94.09,89.31,92.46,80.42,62.0,65.67,65.62,68.39,60.83
age25-104729,2049-06-30,2049/50,48,83,False,78.32,82.64,83.78,84.13,79.5,92.11,93.93,89.25,92.46,80.37,59.38,63.76,62.69,66.32,58.31
age25-104729,2050-06-30,2050/51,49,82,False,76.43,80.53,81.61,82.93,78.43,91.85,93.66,89.15,92.46,80.29,56.67,61.72,59.66,64.12,55.69
age25-104729,2051-06-30,2051/52,50,80,False,74.39,78.27,79.29,81.61,77.25,91.46,93.25,89.0,92.46,80.17,53.87,59.57,56.56,61.79,52.99
age25-104729,2052-06-30,2052/53,51,79,False,72.22,75.86,76.82,80.17,75.96,90.91,92.68,88.8,92.46,80.0,51.02,57.3,53.41,59.35,50.23
age25-104729,2053-06-30,2053/54,52,77,False,69.91,73.32,74.21,78.61,74.55,90.18,91.92,88.52,92.46,79.78,48.14,54.94,50.26,56.82,47.44
age25-104729,2054-06-30,2054/55,53,76,False,67.47,70.64,71.46,76.91,73.03,89.23,90.94,88.15,92.46,79.48,45.25,52.49,47.11,54.2,44.63
age25-104729,2055-06-30,2055/56,54,74,False,64.92,67.84,68.6,75.09,71.38,88.04,89.7,87.69,92.46,79.1,42.38,49.98,44.0,51.52,41.84
age25-104729,2056-06-30,2056/57,55,72,False,62.26,64.93,65.62,73.13,69.61,86.57,88.18,87.11,92.46,78.63,39.54,47.42,40.94,48.8,39.07
age25-104729,2057-06-30,2057/58,56,70,False,59.5,61.93,62.56,71.03,67.71,84.79,86.33,86.39,92.46,78.04,36.76,44.81,37.96,46.04,36.36
age25-104729,2058-06-30,2058/59,57,68,False,56.6,58.79,59.36,68.77,65.65,82.83,84.3,85.57,92.46,77.38,34.0,42.15,35.01,43.23,33.66
age25-104729,2059-06-30,2059/60,58,66,False,54.09,56.05,56.64,66.96,63.84,81.16,82.54,85.01,92.6,76.93,31.6,39.62,32.28,40.56,31.21
age25-104729,2060-06-30,2060/61,59,64,False,51.46,53.24,53.84,65.01,61.86,79.35,80.65,84.36,92.75,76.41,29.22,37.05,29.62,37.89,28.79
age25-104729,2061-06-30,2061/62,60,61,False,48.67,50.23,50.85,62.82,59.66,77.33,78.53,83.57,92.88,75.76,26.88,34.48,27.05,35.2,26.44
age25-104729,2062-06-30,2062/63,61,59,False,45.8,47.16,47.78,60.4,57.3,75.09,76.24,82.68,93.01,75.0,24.63,31.93,24.6,32.54,24.17
age25-104729,2063-06-30,2063/64,62,57,False,42.92,44.09,44.69,57.78,54.82,72.59,73.68,81.6,93.13,74.08,22.5,29.45,22.32,29.97,22.03
age25-104729,2064-06-30,2064/65,63,55,False,40.11,41.13,41.71,55.16,52.27,70.0,71.02,80.45,93.26,73.08,20.51,27.1,20.22,27.54,20.05
age25-104729,2065-06-30,2065/66,64,52,False,37.34,38.22,38.83,52.56,49.66,67.36,68.3,79.27,93.4,72.0,18.68,24.87,18.29,25.24,18.22
age25-104729,2066-06-30,2066/67,65,50,False,34.65,35.4,36.01,49.79,47.01,64.5,65.38,77.87,93.52,70.75,17.01,22.77,16.53,23.08,16.54
age25-130363,2026-05-11,2026/27,25,72,True,66,77,76,59,65,70,74,67,79,65,60,67,75,70,64
age25-130363,2027-06-30,2027/28,26,78,True,72.19,83.42,83.8,68.49,70.13,77.75,81.81,73.77,83.96,69.16,63.29,68.64,76.23,72.09,66.06
age25-130363,2028-06-30,2028/29,27,81,False,76.0,86.38,87.39,73.97,73.37,81.92,85.47,77.45,86.34,71.37,66.05,70.02,77.27,73.37,67.78
age25-130363,2029-06-30,2029/30,28,83,False,78.25,87.9,89.08,77.07,75.23,84.1,87.31,79.69,87.5,72.74,67.41,70.7,77.78,74.14,68.63
age25-130363,2030-06-30,2030/31,29,84,True,80.14,89.08,90.4,79.99,76.84,85.85,88.76,81.64,88.46,73.99,68.65,71.32,78.24,74.79,69.41
age25-130363,2031-06-30,2031/32,30,85,True,81.67,89.94,91.38,82.31,78.26,87.33,90.0,83.36,89.32,75.17,69.68,71.84,78.63,75.34,70.05
age25-130363,2032-06-30,2032/33,31,86,False,83.06,90.74,92.23,84.18,79.58,88.43,90.92,84.61,89.98,76.11,70.92,72.46,79.09,75.88,70.82
age25-130363,2033-06-30,2033/34,32,87,True,84.62,91.64,93.12,86.16,81.11,89.64,91.92,86.04,90.7,77.3,72.02,73.01,79.51,76.52,71.51
age25-130363,2034-06-30,2034/35,33,88,True,85.74,92.31,93.79,87.7,82.29,90.58,92.68,87.15,91.3,78.32,72.98,73.49,79.87,77.04,72.11
age25-130363,2035-06-30,2035/36,34,89,True,86.88,92.92,94.39,88.94,83.47,91.47,93.42,88.24,91.89,79.37,74.05,74.02,80.27,77.6,72.78
age25-130363,2036-06-30,2036/37,35,90,True,87.8,93.45,94.87,89.91,84.43,92.1,93.95,89.01,92.32,80.21,75.02,74.51,80.62,78.09,73.39
age25-130363,2037-06-30,2037/38,36,90,True,87.8,93.45,94.87,89.91,84.43,92.1,93.95,89.01,92.32,80.21,75.02,74.51,80.62,78.09,73.39
age25-130363,2038-06-30,2038/39,37,90,True,87.8,93.45,94.87,89.91,84.43,92.1,93.95,89.01,92.32,80.21,75.02,74.51,80.62,78.09,73.39
age25-130363,2039-06-30,2039/40,38,90,True,87.8,93.45,94.87,89.91,84.43,92.1,93.95,89.01,92.32,80.21,75.02,74.51,80.62,78.09,73.39
age25-130363,2040-06-30,2040/41,39,90,True,87.8,93.45,94.87,89.91,84.43,92.1,93.95,89.01,92.32,80.21,75.02,74.51,80.62,78.09,73.39
age25-130363,2041-06-30,2041/42,40,90,True,87.8,93.45,94.87,89.91,84.43,92.1,93.95,89.01,92.32,80.21,75.02,74.51,80.62,78.09,73.39
age25-130363,2042-06-30,2042/43,41,89,True,87.05,92.59,93.99,89.48,84.05,92.1,93.95,89.01,92.32,80.21,73.64,73.63,79.03,77.12,72.07
age25-130363,2043-06-30,2043/44,42,89,True,86.12,91.54,92.91,88.94,83.57,92.1,93.95,89.01,92.32,80.21,71.99,72.55,77.13,75.94,70.48
age25-130363,2044-06-30,2044/45,43,88,True,85.02,90.3,91.63,88.29,83.0,92.1,93.95,89.01,92.32,80.21,70.07,71.28,74.92,74.55,68.64
age25-130363,2045-06-30,2045/46,44,87,True,83.74,88.86,90.15,87.53,82.33,92.1,93.95,89.01,92.32,80.21,67.9,69.82,72.44,72.95,66.56
age25-130363,2046-06-30,2046/47,45,86,True,82.28,87.21,88.45,86.66,81.55,92.1,93.95,89.01,92.32,80.21,65.49,68.17,69.7,71.15,64.25
age25-130363,2047-06-30,2047/48,46,85,False,80.63,85.36,86.55,85.65,80.66,92.1,93.95,89.01,92.32,80.21,62.88,66.33,66.74,69.15,61.74
age25-130363,2048-06-30,2048/49,47,83,False,78.81,83.32,84.45,84.52,79.66,92.03,93.86,88.98,92.32,80.18,60.11,64.33,63.62,66.97,59.06
age25-130363,2049-06-30,2049/50,48,82,False,76.81,81.09,82.16,83.26,78.54,91.84,93.67,88.91,92.32,80.13,57.21,62.17,60.37,64.63,56.26
age25-130363,2050-06-30,2050/51,49,80,False,74.65,78.68,79.68,81.86,77.3,91.54,93.35,88.8,92.32,80.03,54.21,59.86,57.03,62.14,53.36
age25-130363,2051-06-30,2051/52,50,79,False,72.32,76.09,77.03,80.32,75.92,91.07,92.87,88.62,92.32,79.89,51.14,57.43,53.63,59.52,50.39
age25-130363,2052-06-30,2052/53,51,77,False,69.84,73.34,74.21,78.63,74.42,90.41,92.18,88.37,92.32,79.69,48.03,54.88,50.22,56.78,47.37
age25-130363,2053-06-30,2053/54,52,75,False,67.2,70.43,71.23,76.79,72.77,89.53,91.27,88.03,92.32,79.41,44.91,52.24,46.81,53.95,44.34
age25-130363,2054-06-30,2054/55,53,73,False,64.43,67.38,68.11,74.8,70.98,88.38,90.07,87.59,92.32,79.05,41.81,49.51,43.44,51.04,41.32
age25-130363,2055-06-30,2055/56,54,71,False,61.52,64.21,64.87,72.65,69.04,86.92,88.56,87.02,92.32,78.59,38.76,46.73,40.14,48.08,38.33
age25-130363,2056-06-30,2056/57,55,69,False,59.2,61.65,62.37,71.27,67.53,85.64,87.18,86.75,92.52,78.43,36.18,44.14,37.13,45.35,35.68
age25-130363,2057-06-30,2057/58,56,67,False,56.14,58.32,59.02,68.95,65.36,83.56,85.01,85.93,92.55,77.77,33.34,41.36,34.09,42.4,32.9
